Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate_position,Platform,ReleaseDate,create_date,version,sample_identity,Sample Name,source_name,SRA Study
SRR9660106,RNA-Seq,74,99757428,PRJNA553537,SAMN12237491,38694900,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420915,GSM3933895,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S158,GSM3933895,MCF7,SRP213890
SRR9660107,RNA-Seq,67,114275,PRJNA553537,SAMN12237489,131339,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420916,GSM3933896,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S159,GSM3933896,MCF7,SRP213890
SRR9660108,RNA-Seq,67,633839,PRJNA553537,SAMN12237488,340528,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420917,GSM3933897,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S160,GSM3933897,MCF7,SRP213890
SRR9660109,RNA-Seq,74,92914019,PRJNA553537,SAMN12237487,35792541,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420918,GSM3933898,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S161,GSM3933898,MCF7,SRP213890
SRR9660110,RNA-Seq,74,42174511,PRJNA553537,SAMN12237486,16373009,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420919,GSM3933899,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S162,GSM3933899,MCF7,SRP213890
SRR9660111,RNA-Seq,74,93502440,PRJNA553537,SAMN12237485,36394015,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420920,GSM3933900,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S181,GSM3933900,MCF7,SRP213890
SRR9660112,RNA-Seq,74,94168764,PRJNA553537,SAMN12237533,37134690,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420921,GSM3933901,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S182,GSM3933901,MCF7,SRP213890
SRR9660113,RNA-Seq,74,94708321,PRJNA553537,SAMN12237532,36673576,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420922,GSM3933902,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S183,GSM3933902,MCF7,SRP213890
SRR9660114,RNA-Seq,74,99301033,PRJNA553537,SAMN12237177,38564422,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420923,GSM3933903,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S205,GSM3933903,MCF7,SRP213890
SRR9660115,RNA-Seq,73,8320633,PRJNA553537,SAMN12237176,3310539,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420924,GSM3933904,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S232,GSM3933904,MCF7,SRP213890
SRR9660116,RNA-Seq,74,119705633,PRJNA553537,SAMN12237175,46389143,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420925,GSM3933905,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S233,GSM3933905,MCF7,SRP213890
SRR9660117,RNA-Seq,74,120185655,PRJNA553537,SAMN12237174,46504907,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420926,GSM3933906,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S234,GSM3933906,MCF7,SRP213890
SRR9660118,RNA-Seq,74,110333377,PRJNA553537,SAMN12237173,42861879,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420927,GSM3933907,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S206,GSM3933907,MCF7,SRP213890
SRR9660119,RNA-Seq,73,7163094,PRJNA553537,SAMN12237172,2860703,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420928,GSM3933908,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S207,GSM3933908,MCF7,SRP213890
SRR9660120,RNA-Seq,74,92331841,PRJNA553537,SAMN12237171,35880439,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420929,GSM3933909,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S208,GSM3933909,MCF7,SRP213890
SRR9660121,RNA-Seq,74,109740934,PRJNA553537,SAMN12237170,42614287,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420930,GSM3933910,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S209,GSM3933910,MCF7,SRP213890
SRR9660122,RNA-Seq,74,83863781,PRJNA553537,SAMN12237169,32578724,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420931,GSM3933911,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S210,GSM3933911,MCF7,SRP213890
SRR9660123,RNA-Seq,73,5493238,PRJNA553537,SAMN12237212,2204837,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420932,GSM3933912,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S229,GSM3933912,MCF7,SRP213890
